# DONNEES ENTIEREMENT SIMULEES - generees a des fins pedagogiques (Master 1 Sciences de la Mer, Sorbonne Universite). Aucune valeur ne provient d'une mesure reelle. Les toponymes cites ne servent qu'a fixer une emprise geographique et un systeme de coordonnees plausibles.
id;secteur;saison;espece_dominante;effort_km;etat_mer_beaufort;profondeur_m;distance_cote_km;sst_c;chlorophylle_mgm3;nb_groupes_observes;taille_groupe_moyenne;presence;lon;lat
CET_0226;Canyon;Printemps;Globicephale;37.7;1;243;72.8;12.78;0.259;9;4.7;1;-2.36154;44.04265
CET_0227;Plateau;Printemps;Aucune;21.1;2;150;38.2;11.84;0.267;0;NA;0;-2.00169;43.72096
CET_0228;Canyon;Hiver;Aucune;16.3;5;350;97.6;10.5;0.151;0;NA;0;-5.97569;47.91064
CET_0229;Plaine abyssale;Hiver;Globicephale;34.8;3;2108;202.3;10.5;0.08;3;8.2;1;-7.35073;47.72552
CET_0230;Plaine abyssale;Ete;Cachalot;33.2;4;2724;227.9;15.49;0.118;2;3.8;1;-7.84823;48.37656
CET_0231;Plaine abyssale;Hiver;Cachalot;33.9;1;4474;279.3;10.5;0.155;2;1.8;1;-8.54232;48.33938
CET_0232;Canyon;Printemps;Aucune;5.8;3;2422;213.7;11.19;0.155;0;NA;0;-5.53095;45.55335
CET_0233;Plateau;Ete;Rorqual commun;37.9;4;140;52.1;14.52;0.349;5;2.5;1;-2.8249;43.92153
CET_0234;Plaine abyssale;Printemps;Cachalot;29.9;4;3739;259.4;10.5;0.08;1;4.2;1;-8.24977;48.19473
CET_0235;Plaine abyssale;Automne;Aucune;29.3;1;2821;224.1;10.5;0.938;0;NA;0;-8.5584;49.34333
CET_0236;Canyon;Automne;Aucune;27.7;2;658;122.5;11.65;0.539;0;NA;0;-2.77952;44.88438
CET_0237;Canyon;Ete;Aucune;39.6;2;214;86.2;15.08;0.286;0;NA;0;-2.3038;45.02608
CET_0238;Canyon;Hiver;Aucune;14.7;4;243;77;10.5;0.323;0;NA;0;-2.13584;45.4967
CET_0239;Talus;Printemps;Aucune;31;2;1468;170.6;11.56;0.136;0;NA;0;-7.06926;48.35257
CET_0240;Talus;Automne;Cachalot;24.9;3;1777;187.5;10.5;0.149;4;1.3;1;-7.10466;47.60453
CET_0241;Plateau;Automne;Aucune;17.5;3;148;60.9;11.9;1.108;0;NA;0;-2.96766;43.99786
CET_0242;Plaine abyssale;Printemps;Aucune;20.1;5;2169;204.1;11.8;0.142;0;NA;0;-7.52868;48.42243
CET_0243;Plateau;Ete;Aucune;15.1;1;161;47.1;13.88;0.08;0;NA;0;-4.44806;47.40918
CET_0244;Plateau;Automne;Dauphin commun;39.9;1;76;6.4;11.53;0.839;5;9.6;1;-2.80039;43.50155
CET_0245;Canyon;Printemps;Globicephale;13.2;2;864;130.8;12.62;0.08;1;4.8;1;-2.83776;45.35493
CET_0246;Talus;Hiver;Aucune;14;4;1024;130.6;10.5;0.08;0;NA;0;-6.39372;47.79592
CET_0247;Talus;Automne;Dauphin commun;31.2;2;221;67.1;11.59;0.092;1;20.8;1;-2.53142;46.1984
CET_0248;Plateau;Ete;Aucune;24.3;2;70;17.6;16.06;0.54;0;NA;0;-1.9013;43.55018
CET_0249;Talus;Hiver;Rorqual commun;35;2;567;119.2;10.5;0.114;2;3;1;-2.85084;45.67967
CET_0250;Canyon;Ete;Aucune;19.2;4;500;95.9;14.63;0.08;0;NA;0;-4.54073;46.97378
CET_0251;Canyon;Ete;Aucune;15.9;1;1121;157.5;14.56;0.151;0;NA;0;-5.0111;46.48861
CET_0252;Plateau;Printemps;Aucune;15.2;2;82;12.1;12.67;0.157;0;NA;0;-2.2257;46.80164
CET_0253;Canyon;Printemps;Cachalot;33.6;3;824;141.7;11.96;0.08;1;3.1;1;-3.01185;45.02198
CET_0254;Canyon;Printemps;Globicephale;31.3;0;456;112.3;10.5;0.08;3;3.6;1;-5.91134;47.46224
CET_0255;Talus;Ete;Globicephale;14.6;0;280;82.5;14.68;0.138;2;7.2;1;-2.6488;46.0723
CET_0256;Plateau;Printemps;Dauphin commun;39.3;1;182;43.8;12.7;0.251;2;13;1;-2.75706;43.83857
CET_0257;Plaine abyssale;Printemps;Globicephale;26.1;3;3584;255;12.15;0.229;2;5.6;1;-6.81727;46.26574
CET_0258;Plateau;Ete;Aucune;17.6;1;83;25.1;14.12;0.248;0;NA;0;-5.00189;48.10611
CET_0259;Plaine abyssale;Hiver;Aucune;18.2;2;2366;201.6;10.5;0.129;0;NA;0;-7.36102;47.80158
CET_0260;Canyon;Automne;Rorqual commun;37.8;3;358;91;11.46;0.517;1;3.1;1;-2.44339;44.32226
CET_0261;Canyon;Ete;Dauphin commun;19.3;5;1560;177.9;14.34;0.087;2;16.5;1;-6.16164;46.79323
CET_0262;Plaine abyssale;Automne;Aucune;35.4;4;2648;222.4;10.5;0.08;0;NA;0;-7.559;47.53311
CET_0263;Plateau;Printemps;Aucune;6.7;4;89;1;11.65;0.371;0;NA;0;-1.30573;44.30327
CET_0264;Plateau;Ete;Dauphin commun;36.4;1;99;13;15.73;1.05;6;4.7;1;-2.28501;43.44255
CET_0265;Canyon;Printemps;Globicephale;12.3;3;223;61.9;11.98;0.08;1;1;1;-4.46544;47.27539
CET_0266;Talus;Printemps;Cachalot;37.9;2;631;120.6;11.01;0.08;2;4.6;1;-3.45216;46.30149
CET_0267;Talus;Printemps;Aucune;30.4;1;1623;166.8;12.32;0.118;0;NA;0;-3.41596;45.51204
CET_0268;Plaine abyssale;Hiver;Cachalot;15.7;2;4381;299.8;10.5;0.08;3;3.6;1;-9.20338;48.68537
CET_0269;Plateau;Ete;Aucune;25.2;4;181;60.2;15.24;0.154;0;NA;0;-2.09845;44.08253
CET_0270;Plateau;Automne;Aucune;22.7;4;159;44.4;12.26;0.433;0;NA;0;-2.5542;46.59929
CET_0271;Plateau;Ete;Aucune;33;3;184;69.1;15;0.918;0;NA;0;-2.11369;44.74443
CET_0272;Plateau;Ete;Aucune;29.1;3;168;33.7;15.29;0.216;0;NA;0;-1.76967;44.04561
CET_0273;Plateau;Hiver;Aucune;14.1;2;120;35.7;10.5;0.182;0;NA;0;-2.45901;46.64339
CET_0274;Talus;Hiver;Rorqual commun;22;4;1227;158.4;10.5;0.08;1;1;1;-6.79455;47.8873
CET_0275;Plaine abyssale;Ete;Rorqual commun;39.6;2;2648;207.7;15.01;0.16;4;2.2;1;-7.08412;47.11348
CET_0276;Talus;Hiver;Dauphin commun;18.2;3;1966;191;10.5;0.179;2;25.9;1;-7.23878;47.91924
CET_0277;Canyon;Ete;Dauphin commun;28.5;4;1716;188.8;14.25;0.104;13;8.1;1;-6.56075;46.91486
CET_0278;Plateau;Automne;Dauphin commun;20.7;2;111;51.4;11.35;0.175;6;9.1;1;-1.8823;44.80636
CET_0279;Canyon;Automne;Aucune;13.3;2;798;132.4;12.72;0.248;0;NA;0;-2.8618;45.34087
CET_0280;Plaine abyssale;Automne;Aucune;31.3;3;2153;237;11.19;0.125;0;NA;0;-7.44399;47.0118
CET_0281;Plateau;Ete;Dauphin commun;39.8;3;149;41;15.32;0.321;1;5.4;1;-2.42519;43.75747
CET_0282;Canyon;Automne;Aucune;32.5;1;250;73.3;12.98;0.57;0;NA;0;-2.87611;44.11344
CET_0283;Plaine abyssale;Printemps;Cachalot;14.4;2;3129;237.1;11.01;0.08;2;2.8;1;-7.66304;47.32452
CET_0284;Talus;Printemps;Rorqual commun;15.9;1;1141;166.3;11.93;0.109;4;1.3;1;-3.32312;45.06349
CET_0285;Talus;Automne;Rorqual commun;23.6;1;734;131.2;11.59;0.749;4;1.5;1;-6.4937;48.73651
CET_0286;Plateau;Ete;Dauphin commun;33;2;114;7.8;15.1;0.474;2;11.9;1;-1.78401;43.48202
CET_0287;Canyon;Ete;Globicephale;32.1;4;200;57.9;14.85;0.25;2;30.7;1;-2.81072;43.97344
CET_0288;Plateau;Automne;Aucune;22.2;2;117;32;11.26;0.187;0;NA;0;-2.97608;47.26203
CET_0289;Plateau;Automne;Aucune;39.2;3;126;41.5;12.81;0.538;0;NA;0;-2.06257;43.73373
CET_0290;Plateau;Ete;Rorqual commun;18.5;4;114;42.5;15.85;0.112;1;2.9;1;-1.86866;44.09335
CET_0291;Plateau;Automne;Aucune;16.6;4;87;14.9;12.37;1.134;0;NA;0;-2.07272;43.47163
CET_0292;Plateau;Hiver;Aucune;25.6;1;100;20.7;10.5;0.391;0;NA;0;-1.99085;43.5516
CET_0293;Plaine abyssale;Ete;Cachalot;36.5;2;4021;273.5;15;0.08;1;5.3;1;-8.158;47.28922
CET_0294;Canyon;Printemps;Globicephale;33.4;3;810;126.9;13.23;0.08;3;6.3;1;-2.97543;45.72495
CET_0295;Canyon;Printemps;Aucune;31.8;3;223;68.5;10.87;0.089;0;NA;0;-5.09589;47.49063
CET_0296;Talus;Ete;Rorqual commun;24.7;2;690;127.3;15.35;0.095;1;6.8;1;-6.10437;47.41447
CET_0297;Plateau;Automne;Aucune;13.2;2;134;29.6;12.94;0.52;0;NA;0;-2.87986;43.72094
CET_0298;Canyon;Automne;Rorqual commun;22.2;6;2039;181.4;11.34;0.275;5;1;1;-6.10924;46.72653
CET_0299;Plaine abyssale;Printemps;Rorqual commun;22;1;3211;250.2;11.96;0.208;1;1.7;1;-6.45701;46.1136
CET_0300;Canyon;Printemps;Rorqual commun;20.5;1;1234;160.5;11.95;0.121;2;2.1;1;-3.23452;45.23965
CET_0301;Plateau;Printemps;Dauphin commun;39.4;3;89;18.7;12.07;0.295;1;5.5;1;-2.11816;43.50079
CET_0302;Plaine abyssale;Printemps;Rorqual commun;34.6;3;4082;271.6;12.39;0.08;3;3.7;1;-7.75887;46.76573
CET_0303;Talus;Printemps;Rorqual commun;29.2;2;572;134.5;10.95;0.089;2;1.3;1;-6.49466;48.07721
CET_0304;Plateau;Automne;Aucune;34.2;4;107;26.2;11.81;1.232;0;NA;0;-2.85459;43.68968
CET_0305;Canyon;Automne;Globicephale;25.6;4;800;123.6;11.74;0.233;1;3.2;1;-6.02824;47.398
CET_0306;Plateau;Hiver;Dauphin commun;37.8;3;144;39.2;10.5;0.22;2;1.1;1;-1.71159;44.96448
CET_0307;Plaine abyssale;Hiver;Aucune;19.6;2;2172;193.3;10.5;0.81;0;NA;0;-7.43881;48.77581
CET_0308;Plateau;Ete;Rorqual commun;31.5;4;67;3.9;14.57;0.48;1;1;1;-2.14288;46.858
CET_0309;Plateau;Ete;Aucune;37.8;4;97;24.8;15.14;0.142;0;NA;0;-1.72346;43.81921
CET_0310;Canyon;Ete;Aucune;21.1;3;1025;140.4;14.37;0.177;0;NA;0;-5.126;46.68735
CET_0311;Plateau;Printemps;Aucune;29.1;4;191;65.5;11.18;0.08;0;NA;0;-4.81211;47.34046
CET_0312;Canyon;Hiver;Aucune;7.1;3;1045;148.6;10.5;0.08;0;NA;0;-5.93486;47.00684
CET_0313;Plateau;Ete;Dauphin commun;33.2;1;132;48.5;15.27;0.459;3;6.9;1;-2.12068;43.78336
CET_0314;Canyon;Printemps;Dauphin commun;18;4;213;59.8;11.12;0.096;1;8;1;-5.46273;47.92038
CET_0315;Talus;Ete;Rorqual commun;17.7;2;1938;225.2;14.31;0.098;1;1.9;1;-7.81547;48.43266
CET_0316;Talus;Printemps;Aucune;13.4;5;338;107.3;12.03;0.08;0;NA;0;-3.38984;46.49251
CET_0317;Canyon;Printemps;Dauphin commun;18.5;4;277;70.1;12.95;0.25;1;17.6;1;-2.10064;45.0132
CET_0318;Plateau;Printemps;Aucune;15.5;3;74;14.9;11.69;0.201;0;NA;0;-1.61549;43.76126
CET_0319;Canyon;Printemps;Cachalot;36.8;5;1067;161.1;11.55;0.08;5;2.2;1;-6.78574;47.72031
CET_0320;Plateau;Ete;Dauphin commun;39.7;4;75;16.7;14.97;0.145;1;11.8;1;-1.54883;44.06088
CET_0321;Talus;Hiver;Aucune;13.5;2;1557;185;10.5;0.134;0;NA;0;-3.55437;45.31054
CET_0322;Plaine abyssale;Automne;Cachalot;21.2;4;3320;220.9;10.94;0.162;2;2.6;1;-7.25863;47.08291
CET_0323;Canyon;Automne;Aucune;13.5;2;319;80.8;12.4;0.786;0;NA;0;-3.87135;44.22612
CET_0324;Talus;Ete;Aucune;29.2;3;246;76.1;14.86;0.08;0;NA;0;-3.0543;46.68012
CET_0325;Canyon;Printemps;Cachalot;11.6;2;436;100.7;12.24;0.136;1;1.2;1;-2.69101;44.35069
CET_0326;Talus;Automne;Dauphin commun;29.3;5;1862;188;11.07;0.173;1;7.9;1;-7.22474;48.03784
CET_0327;Plaine abyssale;Hiver;Aucune;31;3;4355;264.1;10.5;0.08;0;NA;0;-7.76285;46.90007
CET_0328;Talus;Automne;Globicephale;24.9;3;1237;146.2;11.29;1.147;5;12.4;1;-8.46717;50.2803
CET_0329;Plateau;Automne;Dauphin commun;24.1;2;94;24.7;12.41;0.641;1;10.1;1;-1.9591;43.60142
CET_0330;Canyon;Ete;Aucune;10.2;1;2199;204.1;14.05;0.278;0;NA;0;-6.4412;46.64576
CET_0331;Plateau;Ete;Aucune;10.8;3;126;40.7;15.13;0.351;0;NA;0;-2.5913;43.7846
CET_0332;Plateau;Hiver;Aucune;7.1;3;124;48.1;10.5;0.383;0;NA;0;-2.29629;43.78689
CET_0333;Canyon;Printemps;Aucune;38.7;3;541;112.3;11.07;0.091;0;NA;0;-5.72395;47.31496
CET_0334;Talus;Printemps;Rorqual commun;32.5;2;1564;183.9;10.5;0.18;5;1;1;-8.66459;49.89371
CET_0335;Plaine abyssale;Printemps;Cachalot;8;1;2876;208.5;10.81;0.375;1;1;1;-8.4217;49.50581
CET_0336;Talus;Automne;Aucune;8.8;3;1535;172.1;10.77;0.231;0;NA;0;-6.95727;47.78944
CET_0337;Canyon;Automne;Aucune;22;3;244;81.6;11.57;0.522;0;NA;0;-2.32637;44.3066
CET_0338;Plaine abyssale;Ete;Aucune;8.7;3;4800;332.4;13.95;0.08;0;NA;0;-9.15779;47.86481
CET_0339;Plaine abyssale;Ete;Aucune;12.3;4;2750;218.2;15.21;0.305;0;NA;0;-6.42869;45.56355
CET_0340;Canyon;Automne;Globicephale;27.8;1;219;77.7;10.68;0.149;4;1.4;1;-5.6198;47.73828
CET_0341;Canyon;Hiver;Aucune;28.6;3;266;79.1;10.5;0.093;0;NA;0;-3.08219;46.64883
CET_0342;Plateau;Printemps;Aucune;17.7;3;74;6.5;10.75;0.132;0;NA;0;-2.3855;47.2234
CET_0343;Canyon;Ete;Cachalot;37.2;3;905;151.3;16.05;0.261;5;7;1;-3.12665;45.11555
CET_0344;Canyon;Hiver;Aucune;15.5;2;207;68.2;10.5;0.084;0;NA;0;-5.36399;47.63366
CET_0345;Canyon;Ete;Aucune;39;4;249;80.5;15.87;0.114;0;NA;0;-5.10849;47.33808
CET_0346;Talus;Ete;Aucune;10.9;3;1991;180.3;13.37;0.333;0;NA;0;-8.13824;49.80156
CET_0347;Plaine abyssale;Printemps;Aucune;18.3;3;2512;180.4;11.37;0.08;0;NA;0;-6.9968;47.58314
CET_0348;Talus;Automne;Aucune;14.3;3;243;69;12.4;0.181;0;NA;0;-2.5425;46.17854
CET_0349;Talus;Hiver;Dauphin commun;31.7;0;896;160.8;10.5;0.194;2;5.8;1;-3.40884;45.60702
CET_0350;Canyon;Printemps;Globicephale;29.3;2;1692;193;11.65;0.21;1;8.8;1;-5.68803;46.36193
CET_0351;Plaine abyssale;Printemps;Cachalot;23.9;4;2140;197.3;12.04;0.08;1;1.2;1;-3.93549;45.5548
CET_0352;Canyon;Automne;Aucune;10.1;1;1609;176.1;12.02;0.184;0;NA;0;-6.24558;46.86181
CET_0353;Plateau;Ete;Aucune;29.6;3;73;1.4;16.23;0.247;0;NA;0;-1.73201;43.43171
CET_0354;Canyon;Ete;Aucune;39.8;4;220;76.5;15.11;0.085;0;NA;0;-5.51306;47.64006
CET_0355;Plateau;Printemps;Aucune;24.1;0;73;5;12.03;0.274;0;NA;0;-1.84435;43.44471
CET_0356;Plateau;Printemps;Aucune;22.7;4;92;12.2;12.61;0.309;0;NA;0;-2.9552;43.55244
CET_0357;Talus;Ete;Rorqual commun;36.6;3;671;117.2;15.69;0.138;2;1.7;1;-2.81444;45.65962
CET_0358;Talus;Automne;Globicephale;39.3;1;1799;179.7;11.2;0.885;9;6.5;1;-7.89128;49.35591
CET_0359;Plaine abyssale;Ete;Aucune;22.4;4;4175;286.7;14.58;0.084;0;NA;0;-9.2402;48.915
CET_0360;Plaine abyssale;Automne;Cachalot;26.9;0;2389;193.8;10.5;0.777;9;2.7;1;-9.1079;49.75942
CET_0361;Plaine abyssale;Hiver;Aucune;12.5;5;2906;241;10.5;0.08;0;NA;0;-7.79684;47.48756
CET_0362;Canyon;Ete;Globicephale;12.7;1;947;147.7;14.53;0.293;1;9.8;1;-5.73359;46.90728
CET_0363;Canyon;Hiver;Aucune;35.1;2;339;82.2;10.5;0.233;0;NA;0;-2.84807;44.19303
CET_0364;Plateau;Automne;Aucune;15.1;4;173;45.9;11.81;0.256;0;NA;0;-1.80941;44.83774
CET_0365;Plateau;Printemps;Aucune;23.1;3;81;9.9;13.18;0.747;0;NA;0;-2.19417;43.41237
CET_0366;Canyon;Hiver;Aucune;16.9;3;402;104;10.5;0.13;0;NA;0;-5.61033;47.34593
CET_0367;Plateau;Hiver;Dauphin commun;13.8;2;174;60.6;10.5;0.118;1;3.8;1;-1.95892;45.20931
CET_0368;Plateau;Hiver;Aucune;8;3;160;56.8;10.5;0.156;0;NA;0;-2.11128;43.89082
CET_0369;Plaine abyssale;Automne;Cachalot;17.2;3;2707;201;11.83;0.684;3;8.1;1;-8.29929;49.48389
CET_0370;Canyon;Automne;Aucune;14.5;3;282;70.6;12.47;0.486;0;NA;0;-2.16681;44.4294
CET_0371;Talus;Hiver;Rorqual commun;30;4;622;116;10.5;0.105;1;4.8;1;-2.93621;45.84093
CET_0372;Canyon;Automne;Globicephale;7.6;1;243;79.4;12.33;0.521;3;3.9;1;-2.27893;44.42464
CET_0373;Plateau;Hiver;Aucune;6.6;1;180;61.3;10.5;1.619;0;NA;0;-3.18318;44.00402
CET_0374;Canyon;Ete;Rorqual commun;9.3;3;258;80.7;13.74;0.083;1;1.8;1;-4.74114;47.15799
CET_0375;Plaine abyssale;Automne;Aucune;5.3;2;2995;223.3;11.2;0.324;0;NA;0;-5.40833;45.95982
CET_0376;Plaine abyssale;Hiver;Aucune;25.2;2;2297;206;10.5;0.244;0;NA;0;-7.15092;47.2282
CET_0377;Canyon;Printemps;Rorqual commun;34.8;2;1289;159.2;11.22;0.126;3;1.2;1;-6.08061;46.9658
CET_0378;Plateau;Automne;Aucune;26.7;3;71;15.5;11.92;0.393;0;NA;0;-1.47673;44.37848
CET_0379;Canyon;Printemps;Aucune;38.9;1;1099;151.6;11.06;0.08;0;NA;0;-5.14276;46.58134
CET_0380;Plaine abyssale;Automne;Cachalot;21.2;2;2222;186.7;11.53;1.019;1;3.4;1;-7.70112;49.04836
CET_0381;Plaine abyssale;Printemps;Aucune;27.8;2;4800;287.4;11.85;0.08;0;NA;0;-8.14011;46.93892
CET_0382;Talus;Printemps;Dauphin commun;30.1;0;306;95.9;12.34;0.2;1;21;1;-2.37703;45.40499
CET_0383;Canyon;Hiver;Aucune;9.8;4;730;132.3;10.5;0.08;0;NA;0;-5.14281;46.77525
CET_0384;Talus;Automne;Rorqual commun;31.8;1;1814;176.6;11.23;0.183;7;1;1;-6.77052;47.30558
CET_0385;Canyon;Ete;Aucune;8.6;3;609;126.7;14.02;0.08;0;NA;0;-6.0444;47.36534
CET_0386;Canyon;Printemps;Aucune;35.1;4;1393;158.7;11.96;0.125;0;NA;0;-3.27813;45.45924
CET_0387;Canyon;Hiver;Cachalot;31.9;1;1063;157.8;10.5;0.222;11;6.5;1;-6.5888;47.43527
CET_0388;Canyon;Ete;Aucune;27.2;3;762;124.6;14.28;0.08;0;NA;0;-5.27968;46.91345
CET_0389;Plateau;Printemps;Aucune;5.6;2;199;67.2;12.18;0.476;0;NA;0;-2.09515;44.68737
CET_0390;Plaine abyssale;Ete;Cachalot;21.3;1;4365;292.2;14.4;0.08;7;4.5;1;-8.18006;46.89636
CET_0391;Plateau;Ete;Dauphin commun;37.1;1;198;59.4;15.16;0.447;1;6.7;1;-2.14107;43.89985
CET_0392;Canyon;Hiver;Globicephale;18.6;2;949;137.9;10.5;0.087;10;9.4;1;-5.2324;46.7515
CET_0393;Talus;Ete;Globicephale;37;3;883;140.3;14.43;0.138;4;8.2;1;-6.54816;47.88299
CET_0394;Canyon;Hiver;Aucune;16.7;1;213;58.8;10.5;0.251;0;NA;0;-2.60624;43.95336
CET_0395;Plaine abyssale;Ete;Aucune;39.3;3;2261;189.7;14.07;0.102;0;NA;0;-7.1699;47.69665
CET_0396;Plateau;Printemps;Dauphin commun;27.5;2;91;26.4;11.91;0.101;2;7.4;1;-2.16097;46.49057
CET_0397;Canyon;Printemps;Aucune;10.8;4;267;83.5;10.53;0.337;0;NA;0;-2.57481;44.1764
CET_0398;Plateau;Ete;Aucune;15.3;3;120;41.7;15.82;0.48;0;NA;0;-2.84576;43.82874
CET_0399;Plateau;Hiver;Aucune;28;3;93;11.5;10.5;0.274;0;NA;0;-1.46554;44.16115
CET_0400;Canyon;Ete;Globicephale;38.7;1;318;89.9;14.79;0.08;2;5.7;1;-5.18065;47.26654
CET_0401;Plateau;Hiver;Aucune;5.7;3;181;57.5;10.5;0.426;0;NA;0;-2.78209;43.96736
CET_0402;Talus;Automne;Aucune;7.2;2;648;116.4;11.95;0.239;0;NA;0;-2.81141;45.67726
CET_0403;Plateau;Printemps;Aucune;12.5;2;96;32;11.81;0.201;0;NA;0;-1.82825;43.77796
CET_0404;Plaine abyssale;Ete;Aucune;17.5;3;3497;300.4;13.35;0.14;0;NA;0;-9.64603;48.77272
CET_0405;Plateau;Ete;Dauphin commun;8.3;3;157;57.2;14.36;0.182;1;9.9;1;-2.3571;46.18326
CET_0406;Canyon;Ete;Aucune;7.5;3;737;135.9;14.39;0.08;0;NA;0;-6.49905;47.93662
CET_0407;Plateau;Hiver;Aucune;23.9;3;161;53.3;10.5;0.343;0;NA;0;-2.63514;43.9071
CET_0408;Canyon;Printemps;Aucune;29.6;1;615;121.2;11.68;0.08;0;NA;0;-4.88532;46.80472
CET_0409;Plateau;Hiver;Rorqual commun;38.4;2;110;28.5;10.5;0.127;1;6;1;-1.47647;45.4814
CET_0410;Canyon;Printemps;Rorqual commun;15.3;1;551;123.2;10.88;0.232;3;2.5;1;-2.79203;44.84233
CET_0411;Plateau;Printemps;Aucune;40;3;147;52.8;11.84;0.116;0;NA;0;-2.83064;46.89313
CET_0412;Plateau;Printemps;Aucune;35.1;5;118;30.9;10.69;0.086;0;NA;0;-2.74871;47.09
CET_0413;Canyon;Automne;Aucune;9.3;1;263;87.2;11.64;0.445;0;NA;0;-2.31009;45.10383
CET_0414;Canyon;Printemps;Globicephale;22.8;4;1227;156.2;11.81;0.121;9;7;1;-5.54519;46.69423
CET_0415;Plateau;Hiver;Dauphin commun;20.5;5;118;33.5;10.5;0.392;2;5.1;1;-2.00531;43.67373
CET_0416;Plateau;Ete;Cachalot;23.6;2;104;36;13.77;0.125;2;5.4;1;-5.02209;47.81106
CET_0417;Plaine abyssale;Ete;Aucune;15.2;3;3382;262.6;14.89;0.08;0;NA;0;-8.40771;48.54159
CET_0418;Canyon;Ete;Cachalot;29.5;3;1611;167.9;15.31;0.111;1;2.7;1;-6.34076;47.02846
CET_0419;Canyon;Printemps;Dauphin commun;33;5;474;114.9;11.11;0.097;2;15.2;1;-6.26993;48.199
CET_0420;Plateau;Automne;Aucune;25.2;3;151;47.1;11.59;0.3;0;NA;0;-1.73498;45.44444
CET_0421;Plateau;Printemps;Globicephale;19.5;1;135;54.7;10.98;0.08;2;18.5;1;-2.03711;44.05027
CET_0422;Canyon;Automne;Dauphin commun;23.1;2;290;83.4;11.27;0.315;3;3.7;1;-2.22272;45.36647
CET_0423;Canyon;Printemps;Aucune;11.6;4;344;87.2;12.04;0.159;0;NA;0;-2.64762;44.22096
CET_0424;Canyon;Printemps;Rorqual commun;28.8;3;968;158;12.3;0.134;3;2.3;1;-3.21194;45.1245
CET_0425;Plaine abyssale;Ete;Aucune;26.8;2;2730;217.4;14.07;0.426;0;NA;0;-6.35579;46.44867
CET_0426;Canyon;Printemps;Cachalot;27.3;1;269;73.7;11.19;0.183;1;5;1;-2.10158;45.52071
CET_0427;Talus;Automne;Aucune;28.1;1;476;96.2;11.21;0.08;0;NA;0;-3.54736;46.81953
CET_0428;Canyon;Ete;Cachalot;14.4;3;260;78.8;15.16;0.416;1;3.6;1;-2.46071;44.1149
CET_0429;Plateau;Ete;Dauphin commun;18.2;2;110;29.6;15.65;0.684;1;23.7;1;-2.37976;43.63173
CET_0430;Plateau;Printemps;Aucune;39.7;5;140;58.7;12.41;0.141;0;NA;0;-1.97876;45.65512
CET_0431;Canyon;Automne;Cachalot;36.4;2;564;111.5;12.81;0.662;11;3.3;1;-2.67144;44.50958
CET_0432;Talus;Ete;Dauphin commun;24.8;2;1216;164.1;13.7;0.393;4;25.1;1;-6.96348;48.68633
CET_0433;Canyon;Printemps;Cachalot;27.9;4;302;93.3;10.5;0.08;4;2.8;1;-4.96794;47.11083
CET_0434;Canyon;Printemps;Dauphin commun;39.9;1;634;128.6;11.91;0.08;4;15.6;1;-4.80609;46.71645
CET_0435;Talus;Ete;Dauphin commun;32;1;435;99.2;14.61;0.311;7;7.3;1;-2.41208;45.4429
CET_0436;Canyon;Ete;Dauphin commun;26;3;467;107.1;15.13;0.377;2;8.9;1;-2.61937;44.48915
CET_0437;Plateau;Automne;Aucune;32.7;3;184;52.4;12.2;0.207;0;NA;0;-5.3837;48.19805
CET_0438;Plaine abyssale;Automne;Aucune;7.1;4;2234;209.3;11.66;0.2;0;NA;0;-7.31658;47.41072
CET_0439;Talus;Ete;Dauphin commun;33.3;2;792;146.4;12.83;0.08;3;11.9;1;-6.64009;47.94061
CET_0440;Plaine abyssale;Printemps;Globicephale;11.1;0;3162;243.5;11.37;0.398;1;1.7;1;-5.78;45.83455
CET_0441;Plateau;Printemps;Aucune;16.3;4;126;38.4;12.64;0.377;0;NA;0;-2.88497;43.79998
CET_0442;Plateau;Ete;Aucune;22.7;1;94;15;14.66;0.08;0;NA;0;-1.56926;43.91601
CET_0443;Canyon;Printemps;Cachalot;32.5;5;431;103.2;11.32;0.363;1;1.3;1;-2.52838;44.95257
CET_0444;Plateau;Hiver;Aucune;25.9;2;80;24.2;10.5;0.431;0;NA;0;-2.68681;43.64768
CET_0445;Canyon;Automne;Aucune;16.4;5;547;106.3;11.68;0.266;0;NA;0;-2.63315;44.3942
CET_0446;Plateau;Ete;Aucune;15.1;3;193;61.2;15.72;0.363;0;NA;0;-1.92193;45.4362
CET_0447;Canyon;Hiver;Aucune;10.6;5;261;72.6;10.5;0.305;0;NA;0;-2.2638;44.0572
CET_0448;Plaine abyssale;Hiver;Rorqual commun;15.8;3;3271;269.6;10.5;0.08;2;3.3;1;-8.18322;47.46616
CET_0449;Talus;Automne;Dauphin commun;19.9;4;1264;159.1;11.1;0.08;1;21.4;1;-6.81099;47.936
CET_0450;Plateau;Hiver;Dauphin commun;16.1;5;161;64.4;10.5;0.137;1;8.7;1;-2.8612;46.62356
CET_0451;Plaine abyssale;Ete;Aucune;28.6;5;3644;257.6;15.27;0.153;0;NA;0;-7.09898;46.4063
CET_0452;Plaine abyssale;Hiver;Rorqual commun;18.8;1;3110;240.8;10.5;0.08;6;5.1;1;-7.90538;47.88493
CET_0453;Canyon;Automne;Aucune;17.8;2;754;147.1;11.21;0.14;0;NA;0;-4.25804;44.79548
